,Pathname,Filename,MFCCfeatures,Foldername,Class
388,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_0.0n_3l_.wav,1_iO_0.0n_3l_.wav,-11.929657,hydr_low,no leak present under hydr_low environment
389,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_0.0n_3m_.wav,1_iO_0.0n_3m_.wav,-4.751934,hydr_low,no leak present under hydr_low environment
390,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_0.0n_4l_.wav,1_iO_0.0n_4l_.wav,-12.214199,hydr_low,no leak present under hydr_low environment
391,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_0.0n_4m_.wav,1_iO_0.0n_4m_.wav,-2.1125658,hydr_low,no leak present under hydr_low environment
392,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_1l_.wav,1_iO_1.0n_1l_.wav,-9.470428,hydr_low,no leak present under hydr_low environment
393,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_1m_.wav,1_iO_1.0n_1m_.wav,1.9045863,hydr_low,no leak present under hydr_low environment
394,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_2l_.wav,1_iO_1.0n_2l_.wav,-11.186764,hydr_low,no leak present under hydr_low environment
395,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_2m_.wav,1_iO_1.0n_2m_.wav,-1.4806688,hydr_low,no leak present under hydr_low environment
396,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_3l_.wav,1_iO_1.0n_3l_.wav,-11.904957,hydr_low,no leak present under hydr_low environment
397,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_3m_.wav,1_iO_1.0n_3m_.wav,-4.7763577,hydr_low,no leak present under hydr_low environment
398,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_4l_.wav,1_iO_1.0n_4l_.wav,-12.239941,hydr_low,no leak present under hydr_low environment
399,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_1.0n_4m_.wav,1_iO_1.0n_4m_.wav,-2.1491022,hydr_low,no leak present under hydr_low environment
400,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_1l_.wav,1_iO_2.0n_1l_.wav,-9.54802,hydr_low,no leak present under hydr_low environment
401,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_1m_.wav,1_iO_2.0n_1m_.wav,1.8648347,hydr_low,no leak present under hydr_low environment
402,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_2l_.wav,1_iO_2.0n_2l_.wav,-11.237028,hydr_low,no leak present under hydr_low environment
403,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_2m_.wav,1_iO_2.0n_2m_.wav,-1.5012128,hydr_low,no leak present under hydr_low environment
404,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_3l_.wav,1_iO_2.0n_3l_.wav,-12.028155,hydr_low,no leak present under hydr_low environment
405,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_3m_.wav,1_iO_2.0n_3m_.wav,-4.8427925,hydr_low,no leak present under hydr_low environment
406,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_4l_.wav,1_iO_2.0n_4l_.wav,-12.315281,hydr_low,no leak present under hydr_low environment
407,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_2.0n_4m_.wav,1_iO_2.0n_4m_.wav,-2.2120697,hydr_low,no leak present under hydr_low environment
408,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_1l_.wav,1_iO_3.0n_1l_.wav,-9.5704,hydr_low,no leak present under hydr_low environment
409,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_1m_.wav,1_iO_3.0n_1m_.wav,1.8754222,hydr_low,no leak present under hydr_low environment
410,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_2l_.wav,1_iO_3.0n_2l_.wav,-11.231197,hydr_low,no leak present under hydr_low environment
411,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_2m_.wav,1_iO_3.0n_2m_.wav,-1.4804335,hydr_low,no leak present under hydr_low environment
412,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_3l_.wav,1_iO_3.0n_3l_.wav,-12.020076,hydr_low,no leak present under hydr_low environment
413,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_3m_.wav,1_iO_3.0n_3m_.wav,-4.8744607,hydr_low,no leak present under hydr_low environment
414,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_4l_.wav,1_iO_3.0n_4l_.wav,-12.30779,hydr_low,no leak present under hydr_low environment
415,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.0n_4m_.wav,1_iO_3.0n_4m_.wav,-2.210033,hydr_low,no leak present under hydr_low environment
416,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_1l_.wav,1_iO_3.5n_1l_.wav,-9.472349,hydr_low,no leak present under hydr_low environment
417,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_1m_.wav,1_iO_3.5n_1m_.wav,1.9080874,hydr_low,no leak present under hydr_low environment
418,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_2l_.wav,1_iO_3.5n_2l_.wav,-11.160456,hydr_low,no leak present under hydr_low environment
419,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_2m_.wav,1_iO_3.5n_2m_.wav,-1.4410725,hydr_low,no leak present under hydr_low environment
420,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_3l_.wav,1_iO_3.5n_3l_.wav,-11.905995,hydr_low,no leak present under hydr_low environment
421,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_3m_.wav,1_iO_3.5n_3m_.wav,-4.8095326,hydr_low,no leak present under hydr_low environment
422,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_4l_.wav,1_iO_3.5n_4l_.wav,-12.197838,hydr_low,no leak present under hydr_low environment
423,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_3.5n_4m_.wav,1_iO_3.5n_4m_.wav,-2.152959,hydr_low,no leak present under hydr_low environment
424,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_1l_.wav,1_iO_4.0n_1l_.wav,-9.508892,hydr_low,no leak present under hydr_low environment
425,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_1m_.wav,1_iO_4.0n_1m_.wav,2.0515535,hydr_low,no leak present under hydr_low environment
426,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_2l_.wav,1_iO_4.0n_2l_.wav,-11.148266,hydr_low,no leak present under hydr_low environment
427,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_2m_.wav,1_iO_4.0n_2m_.wav,-1.2645965,hydr_low,no leak present under hydr_low environment
428,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_3l_.wav,1_iO_4.0n_3l_.wav,-11.989779,hydr_low,no leak present under hydr_low environment
429,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_3m_.wav,1_iO_4.0n_3m_.wav,-4.709166,hydr_low,no leak present under hydr_low environment
430,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_4l_.wav,1_iO_4.0n_4l_.wav,-12.274215,hydr_low,no leak present under hydr_low environment
431,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.0n_4m_.wav,1_iO_4.0n_4m_.wav,-2.0477614,hydr_low,no leak present under hydr_low environment
432,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_1l_.wav,1_iO_4.5n_1l_.wav,-9.458962,hydr_low,no leak present under hydr_low environment
433,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_1m_.wav,1_iO_4.5n_1m_.wav,2.066402,hydr_low,no leak present under hydr_low environment
434,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_2l_.wav,1_iO_4.5n_2l_.wav,-11.200306,hydr_low,no leak present under hydr_low environment
435,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_2m_.wav,1_iO_4.5n_2m_.wav,-1.3898299,hydr_low,no leak present under hydr_low environment
436,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_3l_.wav,1_iO_4.5n_3l_.wav,-11.898834,hydr_low,no leak present under hydr_low environment
437,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_3m_.wav,1_iO_4.5n_3m_.wav,-4.6673675,hydr_low,no leak present under hydr_low environment
438,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_4l_.wav,1_iO_4.5n_4l_.wav,-12.216759,hydr_low,no leak present under hydr_low environment
439,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_4.5n_4m_.wav,1_iO_4.5n_4m_.wav,-2.0573184,hydr_low,no leak present under hydr_low environment
440,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_1l_.wav,1_iO_5.0n_1l_.wav,-9.692501,hydr_low,no leak present under hydr_low environment
441,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_1m_.wav,1_iO_5.0n_1m_.wav,1.7142925,hydr_low,no leak present under hydr_low environment
442,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_2l_.wav,1_iO_5.0n_2l_.wav,-11.275236,hydr_low,no leak present under hydr_low environment
443,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_2m_.wav,1_iO_5.0n_2m_.wav,-1.4603425,hydr_low,no leak present under hydr_low environment
444,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_3l_.wav,1_iO_5.0n_3l_.wav,-11.9148655,hydr_low,no leak present under hydr_low environment
445,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_3m_.wav,1_iO_5.0n_3m_.wav,-4.743498,hydr_low,no leak present under hydr_low environment
446,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_4l_.wav,1_iO_5.0n_4l_.wav,-12.060329,hydr_low,no leak present under hydr_low environment
447,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_iO_5.0n_4m_.wav,1_iO_5.0n_4m_.wav,-1.9841455,hydr_low,no leak present under hydr_low environment
448,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_1l_.wav,1_niO_5.5n_1l_.wav,-9.67899,hydr_low,leak present under hydr_low environment
449,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_1m_.wav,1_niO_5.5n_1m_.wav,1.6445832,hydr_low,leak present under hydr_low environment
450,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_2l_.wav,1_niO_5.5n_2l_.wav,-11.301814,hydr_low,leak present under hydr_low environment
451,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_2m_.wav,1_niO_5.5n_2m_.wav,-1.5571632,hydr_low,leak present under hydr_low environment
452,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_3l_.wav,1_niO_5.5n_3l_.wav,-11.9814415,hydr_low,leak present under hydr_low environment
453,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_3m_.wav,1_niO_5.5n_3m_.wav,-4.8451433,hydr_low,leak present under hydr_low environment
454,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_4l_.wav,1_niO_5.5n_4l_.wav,-12.146813,hydr_low,leak present under hydr_low environment
455,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_5.5n_4m_.wav,1_niO_5.5n_4m_.wav,-2.11262,hydr_low,leak present under hydr_low environment
456,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_1l_.wav,1_niO_6.0n_1l_.wav,-9.446517,hydr_low,leak present under hydr_low environment
457,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_1m_.wav,1_niO_6.0n_1m_.wav,1.871632,hydr_low,leak present under hydr_low environment
458,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_2l_.wav,1_niO_6.0n_2l_.wav,-11.18742,hydr_low,leak present under hydr_low environment
459,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_2m_.wav,1_niO_6.0n_2m_.wav,-1.3559023,hydr_low,leak present under hydr_low environment
460,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_3l_.wav,1_niO_6.0n_3l_.wav,-11.889296,hydr_low,leak present under hydr_low environment
461,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_3m_.wav,1_niO_6.0n_3m_.wav,-4.687545,hydr_low,leak present under hydr_low environment
462,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_4l_.wav,1_niO_6.0n_4l_.wav,-12.034196,hydr_low,leak present under hydr_low environment
463,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.0n_4m_.wav,1_niO_6.0n_4m_.wav,-1.9454736,hydr_low,leak present under hydr_low environment
464,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_1l_.wav,1_niO_6.5n_1l_.wav,-8.787936,hydr_low,leak present under hydr_low environment
465,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_1m_.wav,1_niO_6.5n_1m_.wav,1.8871568,hydr_low,leak present under hydr_low environment
466,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_2l_.wav,1_niO_6.5n_2l_.wav,-11.165074,hydr_low,leak present under hydr_low environment
467,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_2m_.wav,1_niO_6.5n_2m_.wav,-1.3893857,hydr_low,leak present under hydr_low environment
468,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_3l_.wav,1_niO_6.5n_3l_.wav,-11.956214,hydr_low,leak present under hydr_low environment
469,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_3m_.wav,1_niO_6.5n_3m_.wav,-4.7333255,hydr_low,leak present under hydr_low environment
470,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_4l_.wav,1_niO_6.5n_4l_.wav,-12.022259,hydr_low,leak present under hydr_low environment
471,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_6.5n_4m_.wav,1_niO_6.5n_4m_.wav,-1.9647391,hydr_low,leak present under hydr_low environment
472,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_1l_.wav,1_niO_7.0n_1l_.wav,-8.183547,hydr_low,leak present under hydr_low environment
473,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_1m_.wav,1_niO_7.0n_1m_.wav,1.9410381,hydr_low,leak present under hydr_low environment
474,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_2l_.wav,1_niO_7.0n_2l_.wav,-11.521095,hydr_low,leak present under hydr_low environment
475,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_2m_.wav,1_niO_7.0n_2m_.wav,-1.6229261,hydr_low,leak present under hydr_low environment
476,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_3l_.wav,1_niO_7.0n_3l_.wav,-12.205934,hydr_low,leak present under hydr_low environment
477,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_3m_.wav,1_niO_7.0n_3m_.wav,-4.936709,hydr_low,leak present under hydr_low environment
478,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_4l_.wav,1_niO_7.0n_4l_.wav,-12.37005,hydr_low,leak present under hydr_low environment
479,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.0n_4m_.wav,1_niO_7.0n_4m_.wav,-2.2107704,hydr_low,leak present under hydr_low environment
480,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_1l_.wav,1_niO_7.5n_1l_.wav,-7.4627285,hydr_low,leak present under hydr_low environment
481,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_1m_.wav,1_niO_7.5n_1m_.wav,2.3872736,hydr_low,leak present under hydr_low environment
482,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_2l_.wav,1_niO_7.5n_2l_.wav,-11.090498,hydr_low,leak present under hydr_low environment
483,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_2m_.wav,1_niO_7.5n_2m_.wav,-1.2903208,hydr_low,leak present under hydr_low environment
484,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_3l_.wav,1_niO_7.5n_3l_.wav,-11.71909,hydr_low,leak present under hydr_low environment
485,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_3m_.wav,1_niO_7.5n_3m_.wav,-4.5390916,hydr_low,leak present under hydr_low environment
486,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_4l_.wav,1_niO_7.5n_4l_.wav,-11.972051,hydr_low,leak present under hydr_low environment
487,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_7.5n_4m_.wav,1_niO_7.5n_4m_.wav,-1.933081,hydr_low,leak present under hydr_low environment
488,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_8.0n_1l_.wav,1_niO_8.0n_1l_.wav,-7.822317,hydr_low,leak present under hydr_low environment
489,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_8.0n_1m_.wav,1_niO_8.0n_1m_.wav,2.3090198,hydr_low,leak present under hydr_low environment
490,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr_low\1\1_niO_8.0n_2l_.wav,1_niO_8.0n_2l_.wav,-11.175617,hydr_low,leak present under hydr_low environment
