,pathname,filename,mfccfeatures,Class
62,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_4l_.wav,1_iO_5.0n_4l_.wav,"[-1.90721359e+02  1.14025505e+02 -2.69608307e+01  7.68428326e+00
 -3.16426353e+01  5.74989796e+00 -2.48243752e+01  1.19856997e+01
 -7.77246952e+00 -6.67054462e+00 -2.55655251e+01  1.22812986e+01
 -1.50685635e+01 -1.10907898e+01 -6.10580444e+00  1.01101341e+01
 -1.10225163e+01 -2.31296778e+00 -5.89214277e+00  1.43840742e+01
 -1.98968720e+00 -6.24680328e+00 -7.43632221e+00 -6.66204357e+00
 -1.40707750e+01 -4.56446409e+00 -4.18276405e+00 -5.02594292e-01
 -5.35351658e+00  7.49483156e+00  1.26218071e+01  6.73671150e+00
 -8.22521400e+00  3.22806859e+00 -6.06185484e+00  1.64898944e+00
 -5.61958551e+00  1.94631886e+00 -1.11883640e-01 -2.57619953e+00]",no leak present
63,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_4m_.wav,1_iO_5.0n_4m_.wav,"[ 38.8306     107.46977    -27.002998    10.030115   -30.308853
   1.9174845  -24.918715    10.376357    -5.826474    -3.70025
 -26.65384     12.611111   -12.947348    -8.82686     -8.070023
   7.6528974   -9.675646    -2.0534856   -2.8434305   17.231398
  -1.0483799   -9.734076    -9.863905    -5.4741626  -12.330615
  -1.0339817   -4.345487    -2.8751345   -6.3709354    9.823898
   9.470258     8.374152    -8.074134     4.873302    -6.249654
   4.179924    -7.4167995    2.863157    -0.34326905  -1.8850168 ]",no leak present
64,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_1l_.wav,1_niO_5.5n_1l_.wav,"[-1.4054613e+02  1.1515997e+02 -2.5056311e+01  6.5176721e+00
 -2.7618572e+01  7.7036433e+00 -1.7984394e+01  1.7495411e+01
  1.1013874e+00 -9.8856277e+00 -3.1438988e+01  1.3384578e+01
 -1.0994286e+01 -1.0624047e+01 -4.8545942e+00  9.8666811e+00
 -5.6887383e+00 -2.7136405e+00 -1.4399390e+01  5.7580543e+00
 -2.6903400e+00 -8.8220091e+00 -7.6378765e+00 -7.7058568e+00
 -1.3209766e+01 -4.1520662e+00 -3.3232098e+00 -3.0651486e+00
 -3.4740837e+00  6.5765076e+00  1.1472360e+01  3.3780351e+00
 -1.0174719e+01 -2.6782623e-01 -5.7388778e+00  2.8455503e+00
 -3.2046940e+00 -1.9849819e+00 -7.3047793e-01 -6.8245292e-02]",leak present
65,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_1m_.wav,1_niO_5.5n_1m_.wav,"[ 94.32222   100.193     -32.772514   16.526937  -23.587255    7.3792734
 -12.9375515  16.012293   -3.5881205  -3.7096722 -23.295218    7.5403843
 -10.6646805  -4.8216467  -5.7577047  11.257874   -6.646921   -1.4500037
 -11.275845    7.115193   -6.097074   -1.7102591  -8.783635   -2.400329
 -13.284947   -1.8442228  -5.1097236   2.3995814  -3.7504895   7.46862
   7.414804    5.864694   -9.265395    0.9639347  -5.5589294   2.97006
  -3.0944922   1.3356941  -1.187038   -0.5361423]",leak present
66,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_2l_.wav,1_niO_5.5n_2l_.wav,"[-186.66327     114.58496     -23.96082       4.4456735   -33.11925
    4.3548307   -21.922531     15.428564      1.2555838    -6.955388
  -28.310331     14.092296     -9.013488     -9.7542       -5.2169504
   12.446852     -7.9379234    -5.06673      -8.21579      14.230021
    1.0081152    -7.1304007    -4.5453043    -8.0708685   -12.269537
   -6.7790513    -5.384878     -0.37877828    0.23899963    7.792692
   10.258428     -0.67513     -13.021303     -0.60788316   -4.921188
    6.278876     -0.72507083    1.1952685     0.5088246    -1.6094515 ]",leak present
67,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_2m_.wav,1_niO_5.5n_2m_.wav,"[ 3.6076797e+01  1.0777652e+02 -2.9050829e+01  1.0223738e+01
 -3.3047104e+01  6.9082123e-01 -2.0894466e+01  1.4191249e+01
 -2.3689620e-01 -4.2010469e+00 -2.6358093e+01  1.2304369e+01
 -1.0152340e+01 -8.2985811e+00 -6.6526308e+00  9.1082096e+00
 -8.0408945e+00 -2.8600249e+00 -9.6986513e+00  1.3620411e+01
 -1.2120687e+00 -4.4083629e+00 -7.2095590e+00 -5.3175931e+00
 -1.5455943e+01 -4.4702420e+00 -6.5493951e+00  7.4985451e-01
 -2.0337510e+00  8.9306297e+00  7.6772928e+00  1.5182270e+00
 -1.3445181e+01 -1.8800846e+00 -4.8214412e+00  4.5926576e+00
 -5.5988365e-01  1.9280198e+00 -2.2456181e+00  1.0653611e-01]",leak present
68,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_3l_.wav,1_niO_5.5n_3l_.wav,"[-1.73542892e+02  1.24319176e+02 -2.53723335e+01  6.27990341e+00
 -3.03958549e+01  6.72227907e+00 -2.54842663e+01  1.22058115e+01
  2.29361367e+00 -8.63688946e+00 -3.32850800e+01  1.16915045e+01
 -1.02940693e+01 -1.16218386e+01 -3.91467237e+00  4.34275770e+00
 -9.41213322e+00 -2.57885408e+00 -1.13427677e+01  9.77671623e+00
 -1.21145517e-01 -6.43340492e+00 -4.52131081e+00 -7.37999487e+00
 -1.50054026e+01 -6.96191406e+00 -1.94397426e+00 -5.05841732e-01
  2.37810356e-03  8.75564575e+00  1.21664515e+01  4.42347717e+00
 -1.01725187e+01 -6.36271358e-01 -2.57000709e+00  5.11279011e+00
 -3.47952271e+00 -2.09072113e+00 -1.53165853e+00 -2.03305793e+00]",leak present
69,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_3m_.wav,1_niO_5.5n_3m_.wav,"[-2.28856411e+01  1.22587463e+02 -2.72285366e+01  3.05911994e+00
 -3.09512196e+01  6.68127537e+00 -2.45057354e+01  1.08034792e+01
  1.37015474e+00 -9.99528027e+00 -3.33934975e+01  1.23902044e+01
 -1.11225004e+01 -1.31196032e+01 -2.02148390e+00  5.14389467e+00
 -9.44790840e+00 -4.13250113e+00 -1.22486219e+01  1.12569876e+01
 -2.99236864e-01 -5.41764927e+00 -8.67380142e+00 -7.87555027e+00
 -1.47591896e+01 -4.41970062e+00 -4.83709097e+00 -1.89543104e+00
  1.30210805e+00  8.69061852e+00  1.27043753e+01  2.67247748e+00
 -1.28276625e+01  1.13573626e-01 -2.85781956e+00  3.88656163e+00
 -3.47812247e+00 -3.38068056e+00 -1.66230595e+00 -3.06666756e+00]",leak present
70,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_4l_.wav,1_niO_5.5n_4l_.wav,"[-1.8752104e+02  1.1191567e+02 -2.8802378e+01  8.5404015e+00
 -2.9761692e+01  4.7964497e+00 -2.7151466e+01  1.2425911e+01
 -4.7880125e+00 -7.0682535e+00 -2.7127872e+01  1.1228803e+01
 -1.3788884e+01 -1.1911689e+01 -5.3415504e+00  1.0278906e+01
 -9.8723698e+00 -1.8836641e+00 -7.4993415e+00  1.4337330e+01
 -1.7646983e+00 -6.5042071e+00 -7.0011134e+00 -6.7367244e+00
 -1.1568774e+01 -4.7970743e+00 -3.9973371e+00 -1.0208591e+00
 -3.5290554e+00  6.3596349e+00  1.1857920e+01  8.8314247e+00
 -7.3330069e+00  2.5625441e+00 -6.7815552e+00  1.9515086e+00
 -4.5962634e+00  8.1789660e-01  1.9027473e-01  8.3553068e-02]",leak present
71,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_4m_.wav,1_niO_5.5n_4m_.wav,"[ 41.079006   104.16975    -28.081772    10.937722   -29.860296
   1.1361458  -26.720268    10.123628    -3.490399    -3.3636146
 -28.437134    11.429295   -12.537464    -9.560356    -8.239028
   8.070384    -8.784247    -1.5687623   -4.9832845   17.008268
  -1.0329099   -9.4590025   -9.84451     -5.642344   -10.347785
  -1.7215534   -5.020646    -3.1982362   -5.328128     8.993382
   8.460451    10.614859    -7.515014     3.6856575   -7.011858
   4.6449766   -6.8363395    1.3128597   -0.4243167    0.18974905]",leak present
72,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_1l_.wav,1_niO_6.0n_1l_.wav,"[-138.78528     115.74794     -23.869316      5.1183195   -27.443365
    8.5733      -15.943513     19.269371      2.5368202    -8.733682
  -30.844479     13.459185     -9.16571      -9.31112      -4.989581
   10.775179     -3.6905093    -1.8104554   -13.056632      8.457975
   -1.2609476    -8.705549     -7.1371655    -6.1378484   -12.366829
   -4.0326014    -1.8362751    -1.0327556    -3.1262705     6.6939807
   12.729334      4.733733     -9.425859      0.91313577   -5.0766544
    3.874222     -2.058944     -1.3803539     0.8165169     0.7238584 ]",leak present
73,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_1m_.wav,1_niO_6.0n_1m_.wav,"[ 94.44758    99.37245   -33.285313   14.589833  -24.324493    7.4335628
 -12.080164   16.554764   -3.3906837  -3.5544517 -23.489912    7.3473363
 -10.37498    -4.6671705  -5.9935594  10.907199   -6.2350707  -1.182522
 -11.284122    8.341114   -5.4108024  -2.147939   -9.31637    -2.198877
 -13.104984   -2.1333292  -4.733451    2.7772849  -3.6497617   7.027061
   7.3383512   6.165261   -9.512558    1.6471713  -5.4300537   3.1201458
  -2.8595495   1.6151217  -0.5971786  -0.4805373]",leak present
74,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_2l_.wav,1_niO_6.0n_2l_.wav,"[-1.85841156e+02  1.15088356e+02 -2.48470211e+01  2.52396011e+00
 -3.47837105e+01  4.59812737e+00 -2.19404144e+01  1.54119816e+01
  9.26305056e-01 -6.84250116e+00 -2.90541706e+01  1.33047161e+01
 -8.75055695e+00 -9.22853947e+00 -7.06122637e+00  1.22508001e+01
 -7.22021103e+00 -5.55703497e+00 -8.54235458e+00  1.53312492e+01
  9.96779501e-01 -8.51063824e+00 -5.29887629e+00 -7.41808605e+00
 -1.24368525e+01 -7.13775539e+00 -4.80919790e+00  1.25159216e+00
  1.50677234e-01  6.79466772e+00  9.92002869e+00 -2.47348264e-01
 -1.32621593e+01 -3.39368463e-01 -5.40789700e+00  6.83494043e+00
 -7.75778592e-01  9.04252410e-01  1.12332320e+00 -9.53470349e-01]",leak present
75,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_2m_.wav,1_niO_6.0n_2m_.wav,"[ 3.7517227e+01  1.0830027e+02 -2.9660105e+01  7.7021046e+00
 -3.3833534e+01  6.6620708e-01 -2.0407330e+01  1.3923178e+01
 -8.0934308e-02 -4.5179944e+00 -2.6236723e+01  1.1328697e+01
 -9.4266253e+00 -8.6065550e+00 -7.3097982e+00  8.4504519e+00
 -7.1288805e+00 -3.4884465e+00 -9.6037884e+00  1.4489984e+01
 -5.6202221e-01 -5.9390941e+00 -7.8432856e+00 -5.1331587e+00
 -1.4902234e+01 -4.8158655e+00 -5.7174602e+00  2.0300474e+00
 -1.5825719e+00  7.5954714e+00  7.7389255e+00  1.9530361e+00
 -1.3235588e+01 -1.8122382e+00 -4.5391574e+00  4.9423723e+00
 -1.8309876e-01  1.3453522e+00 -1.0745277e+00  5.4389375e-01]",leak present
76,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_3l_.wav,1_niO_6.0n_3l_.wav,"[-1.72554962e+02  1.24208298e+02 -2.58408890e+01  3.81631231e+00
 -3.12570686e+01  6.33109665e+00 -2.51595116e+01  1.24104004e+01
  2.59950781e+00 -8.57046890e+00 -3.34742622e+01  1.04093895e+01
 -9.74075508e+00 -1.16249485e+01 -5.11623669e+00  4.12347460e+00
 -8.42846107e+00 -3.39628434e+00 -1.11770525e+01  1.09667397e+01
  1.00036621e-01 -8.08278179e+00 -4.99950552e+00 -7.18664551e+00
 -1.47471180e+01 -7.73777103e+00 -1.40131211e+00  8.24023068e-01
 -5.03424048e-01  7.40622807e+00  1.20926933e+01  4.40869808e+00
 -1.00669928e+01 -3.60787362e-01 -2.30090022e+00  5.16110992e+00
 -3.18515038e+00 -2.82068729e+00 -1.23266602e+00 -2.00873613e+00]",leak present
77,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_3m_.wav,1_niO_6.0n_3m_.wav,"[-2.21946602e+01  1.22464417e+02 -2.74942875e+01  9.26046431e-01
 -3.19505844e+01  6.42453289e+00 -2.42034206e+01  1.11065187e+01
  1.48795080e+00 -9.61772442e+00 -3.38920708e+01  1.15931063e+01
 -1.08399220e+01 -1.30250158e+01 -3.14640594e+00  4.99046707e+00
 -8.78344345e+00 -4.49822760e+00 -1.19826326e+01  1.21050415e+01
 -1.00027159e-01 -6.80820704e+00 -8.95509720e+00 -7.75709009e+00
 -1.46655502e+01 -5.00126076e+00 -4.34271574e+00 -5.95482111e-01
  9.96333539e-01  7.65791178e+00  1.23523979e+01  2.98511410e+00
 -1.28458052e+01  7.42383778e-01 -3.21737552e+00  4.40232611e+00
 -3.26767111e+00 -3.93044186e+00 -1.55257046e+00 -2.85879040e+00]",leak present
78,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_4l_.wav,1_niO_6.0n_4l_.wav,"[-1.85259918e+02  1.10169144e+02 -2.82323551e+01  5.01052570e+00
 -2.99983273e+01  3.44761634e+00 -2.54108067e+01  1.15440788e+01
 -3.38744998e+00 -8.25545311e+00 -2.72976875e+01  9.06648159e+00
 -1.23928766e+01 -1.28519535e+01 -5.22477245e+00  8.05534077e+00
 -8.26554871e+00 -3.51977873e+00 -6.28982735e+00  1.44711361e+01
 -1.21142514e-01 -9.50679874e+00 -6.13289165e+00 -7.28969765e+00
 -1.07996931e+01 -6.39135313e+00 -2.22491264e+00 -6.30546868e-01
 -2.49539542e+00  4.16186619e+00  1.28825960e+01  8.39549732e+00
 -6.79527569e+00  1.95624709e+00 -6.19741440e+00  1.04551244e+00
 -3.57929182e+00 -2.25012690e-01  1.66201782e+00 -5.93039989e-01]",leak present
79,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_4m_.wav,1_niO_6.0n_4m_.wav,"[ 42.059395   104.978      -28.561405     8.531693   -30.590446
   1.128232   -26.051136    10.76527     -3.256183    -3.1567202
 -28.95946     10.741481   -12.757437    -9.746833    -8.68698
   7.712397    -8.3789215   -1.661473    -4.8070245   18.011444
  -0.20406446 -10.8342285   -9.946138    -5.2237163  -10.317187
  -2.0594728   -4.1669803   -2.1982627   -4.7478957    8.343641
   8.663162    11.099464    -7.7722425    3.8133087   -7.2248673
   5.000328    -6.640151     1.215712     0.21109697   0.45021486]",leak present
80,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_1l_.wav,1_niO_6.5n_1l_.wav,"[-137.72337     116.389885    -21.297188      7.260249    -25.359653
    9.618967    -14.019411     19.63889       4.4961777    -8.682521
  -28.869875     14.807368     -8.644146     -8.33487      -2.9746356
   12.204868     -2.238496     -1.8153077   -11.497698      9.31744
   -1.0343983    -7.473385     -5.101061     -6.1032686   -12.256956
   -1.3664526    -0.7539551    -0.16608547   -3.229826      7.9235015
   13.523653      4.6822696    -8.522931      2.9035113    -3.945186
    3.7977057    -3.1239502     0.45865923    1.1817443     0.6231032 ]",leak present
81,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_1m_.wav,1_niO_6.5n_1m_.wav,"[ 94.53684    101.16162    -32.256718    14.981537   -23.36215
   7.779212   -12.159407    16.381973    -3.5687008   -3.5924954
 -23.124191     7.5348654  -10.825766    -4.419919    -5.2010007
  11.129885    -6.0117087   -1.6431835  -10.794693     8.3626585
  -6.011254    -1.6800197   -8.571851    -2.9482431  -13.492745
  -0.91098964  -4.2955675    3.0613391   -4.8633804    7.534203
   7.9201317    4.8436875   -8.909434     2.5604177   -5.6892853
   2.7024958   -3.9604673    2.0745747   -0.8613117   -0.60226643]",leak present
82,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_2l_.wav,1_niO_6.5n_2l_.wav,"[-1.87432358e+02  1.16030144e+02 -2.48736057e+01  4.76126623e+00
 -3.45998611e+01  5.50045395e+00 -2.24462242e+01  1.62700462e+01
 -6.11198656e-02 -6.37185764e+00 -2.94867439e+01  1.48040571e+01
 -1.09340830e+01 -8.55925560e+00 -6.73228693e+00  1.34197235e+01
 -7.67683077e+00 -6.42526436e+00 -8.07935429e+00  1.61712170e+01
 -3.69122416e-01 -7.84205151e+00 -5.57631302e+00 -8.42928886e+00
 -1.36429634e+01 -5.36972618e+00 -4.95192814e+00  9.79707897e-01
 -2.28263426e+00  7.81722736e+00  1.01451788e+01 -1.02266848e+00
 -1.32589884e+01  1.23174381e+00 -5.62563562e+00  6.53836012e+00
 -2.47203493e+00  2.15772319e+00  5.27778864e-01 -2.55752826e+00]",leak present
83,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_2m_.wav,1_niO_6.5n_2m_.wav,"[ 36.00909    108.752205   -29.395674     9.865675   -33.82112
   1.0481144  -20.892418    14.410776    -0.50784105  -4.638709
 -26.827858    12.112671   -10.558355    -8.51873     -6.931944
   9.38264     -7.8046346   -4.0017204   -9.097767    14.698658
  -1.7342376   -5.9238024   -7.7009664   -6.209929   -16.478168
  -3.1465502   -5.761652     1.4184897   -3.8948696    8.206121
   8.043707     0.9554458  -13.379951    -0.31950057  -4.8118105
   4.265314    -1.9836462    2.7060065   -2.188625    -0.8593538 ]",leak present
84,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_3l_.wav,1_niO_6.5n_3l_.wav,"[-173.48665     124.19754     -25.071081      5.0904894   -30.313879
    6.416646    -25.276964     12.408911      2.419307     -9.158406
  -32.985744     10.331719    -10.939039    -11.090775     -4.449107
    4.5684023    -8.608725     -4.705172    -10.455135     10.673473
   -0.7040247    -7.6398597    -4.7161145    -8.768502    -15.217787
   -5.756591     -1.4801399     0.51663697   -2.0246258     8.306404
   12.497684      3.1542351   -10.287573      1.200022     -2.7032974
    4.448502     -5.1531544    -1.6043026    -1.9173619    -3.2532854 ]",leak present
85,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_3m_.wav,1_niO_6.5n_3m_.wav,"[-22.751461  122.13094   -26.92343     2.2952347 -31.408052    6.5256057
 -24.25369    10.890005    1.1162251 -10.232775  -33.669277   11.7659025
 -12.34566   -12.665688   -2.3538926   5.131498   -8.651212   -6.083298
 -11.644634   11.83947    -0.6940812  -6.534243   -9.167006   -9.230328
 -15.055485   -3.3459206  -4.178182   -1.162993   -0.6704753   8.539351
  12.389519    1.7043052 -12.876935    1.657699   -3.050925    3.5572615
  -5.6026077  -2.9813066  -1.8434765  -4.3666253]",leak present
86,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_4l_.wav,1_niO_6.5n_4l_.wav,"[-187.20518     111.7804      -28.498743      7.150441    -30.53785
    4.87504     -26.228275     12.345047     -4.6015263    -7.805264
  -27.722399     10.365445    -13.881985    -11.7676115    -5.3415217
    9.685438     -8.834057     -3.9538267    -5.9129443    15.288368
   -2.066832     -8.164999     -6.6452065    -8.094491    -12.200261
   -4.3455024    -2.5990071    -0.57471573   -4.9551744     5.7691483
   12.693387      7.7526813    -7.017465      3.6645403    -6.612638
    0.75957316   -5.9631953     1.5920348     0.48685944   -1.5383947 ]",leak present
87,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_4m_.wav,1_niO_6.5n_4m_.wav,"[ 4.1946960e+01  1.0447890e+02 -2.7756556e+01  9.6343021e+00
 -2.9944149e+01  1.4891667e+00 -2.6382648e+01  1.0446882e+01
 -3.9011650e+00 -3.5866110e+00 -2.8608860e+01  1.1312406e+01
 -1.3601702e+01 -9.4479284e+00 -8.0433340e+00  8.1376638e+00
 -8.3150158e+00 -2.4834890e+00 -4.0654554e+00  1.7347324e+01
 -3.0165681e-01 -1.1101575e+01 -9.5622120e+00 -6.5111628e+00
 -1.0715850e+01 -1.3880745e+00 -3.9371064e+00 -2.6852925e+00
 -6.3301749e+00  8.6755056e+00  9.3689394e+00  9.8978605e+00
 -7.2021432e+00  4.8412528e+00 -7.4042349e+00  4.2641048e+00
 -8.4057503e+00  1.9407191e+00 -2.7781781e-02 -1.1539658e+00]",leak present
88,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_1l_.wav,1_niO_7.0n_1l_.wav,"[-1.33152954e+02  1.13393341e+02 -2.08867950e+01  7.11493349e+00
 -2.13899078e+01  9.27783775e+00 -1.45928183e+01  2.02990685e+01
  7.70427942e+00 -7.69298697e+00 -2.91717072e+01  1.51025105e+01
 -5.85172319e+00 -7.63928747e+00 -2.75547576e+00  1.32982044e+01
 -1.38849664e+00 -1.90499067e-01 -1.35462513e+01  1.13485880e+01
  1.30465209e+00 -6.21310186e+00 -6.87089396e+00 -4.50262737e+00
 -1.00981245e+01 -1.05094969e+00 -7.69794226e-01  1.57234520e-02
 -1.45006692e+00  7.69511032e+00  1.18973513e+01  8.54483795e+00
 -7.03386641e+00  2.15016866e+00 -4.86920595e+00  5.37236118e+00
 -1.53424203e+00 -2.04347774e-01  1.85841918e+00  2.92853618e+00]",leak present
89,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_1m_.wav,1_niO_7.0n_1m_.wav,"[ 97.38497     95.90088    -32.37403     15.631098   -22.1248
   7.213892   -12.765654    16.270332    -1.3392385   -3.1456213
 -24.1601       7.5503645   -9.09864     -4.476937    -5.954063
  11.969146    -5.8113737   -1.5576978  -12.410559     9.394731
  -4.5816      -1.5168856  -10.074505    -1.6698929  -12.144463
  -1.1931168   -4.6415496    3.0210454   -3.6385524    6.3011
   6.231439     7.83857     -7.7573       1.7386324   -6.198437
   3.08805     -2.9157863    1.7763387   -0.66212904   0.8844437 ]",leak present
90,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_2l_.wav,1_niO_7.0n_2l_.wav,"[-1.83456207e+02  1.12754555e+02 -2.61467972e+01  4.82932472e+00
 -3.27907257e+01  4.73372746e+00 -2.36908073e+01  1.62268429e+01
  2.98474860e+00 -6.63840055e+00 -3.07079048e+01  1.46619139e+01
 -8.26150513e+00 -9.28844833e+00 -6.59899282e+00  1.24923010e+01
 -6.95246172e+00 -5.67996931e+00 -9.69534874e+00  1.67065315e+01
  2.36352181e+00 -8.12843323e+00 -6.03300381e+00 -8.66237259e+00
 -1.13752289e+01 -6.06929588e+00 -5.02498579e+00  2.43097231e-01
  1.83753267e-01  6.19896841e+00  8.55586815e+00  2.32338834e+00
 -1.23104858e+01 -2.18128577e-01 -6.55750847e+00  6.84447479e+00
 -9.01520729e-01  7.24633157e-01  5.51378250e-01 -5.11776246e-02]",leak present
91,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_2m_.wav,1_niO_7.0n_2m_.wav,"[ 39.519028   105.888      -30.385809     9.8479     -32.416576
   0.6133361  -22.236755    14.738878     1.8880229   -4.326674
 -28.275848    11.971128    -8.191358    -8.68351     -7.74964
   9.118692    -7.2135024   -3.756354   -10.542966    15.590118
   0.28071862  -5.3748593   -8.744452    -5.9689646  -14.523175
  -3.8987072   -5.7335763    0.8278767   -1.9180185    6.9455957
   6.7183385    3.8922033  -12.230158    -1.8110583   -6.1278586
   4.8880353   -0.68222594   1.2381712   -1.888323     1.4557021 ]",leak present
92,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_3l_.wav,1_niO_7.0n_3l_.wav,"[-1.6940210e+02  1.2063942e+02 -2.5617594e+01  4.4757171e+00
 -2.8411018e+01  4.7925458e+00 -2.6069893e+01  1.2171913e+01
  5.3673611e+00 -9.6182089e+00 -3.3603806e+01  9.9711723e+00
 -8.2639971e+00 -1.1685020e+01 -4.0606236e+00  3.9331055e+00
 -7.9519315e+00 -4.3126287e+00 -1.2049087e+01  1.1391475e+01
  1.6659539e+00 -7.8478899e+00 -5.6106162e+00 -8.7881823e+00
 -1.3806202e+01 -6.7238703e+00 -1.2953323e+00 -4.7753337e-01
 -3.9357692e-02  7.0297952e+00  1.0524139e+01  6.3703055e+00
 -9.0909891e+00 -2.1268442e-01 -3.5971875e+00  4.8980470e+00
 -3.4625485e+00 -2.2657826e+00 -1.4359405e+00 -1.3325818e+00]",leak present
